gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,charge_ratio,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,tenure_group_13-24,tenure_group_25-48,tenure_group_49-60,tenure_group_60+
0,0,1,0,1.0493210474865704,1,One year,1,Bank transfer (automatic),-0.1267755725142767,0.5258947455357139,-0.49506362925069913,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1,1,1,0,0.7626985912886,1,Month-to-month,1,Bank transfer (automatic),0.9617469430916175,1.0885029154962835,-0.4869570463740151,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0,0,1,0,1.2949974385134022,1,Month-to-month,1,Electronic check,1.5384145963973357,2.0624978564879966,-0.5008314794286398,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,1,-0.547575494187836,1,Two year,0,Mailed check,-1.3050388756663056,-0.7976407531802829,-0.3656731642508427,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,1,1,1.1312131778288477,1,Month-to-month,1,Credit card (automatic),0.4714963444599552,1.0497854612594906,-0.4972680042952875,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False
1,0,1,1,1.4997277643690954,1,Two year,1,Bank transfer (automatic),1.6447740483038655,2.3775442802263314,-0.5047749989553386,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,1,-1.202712536926054,1,Month-to-month,1,Electronic check,0.52633793684926,-0.9066289496012722,0.6797101472606152,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,0,0,0,-1.0389282762414995,1,Month-to-month,0,Mailed check,1.0016317375565664,-0.7226381233851936,-0.025405727246621948,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,0,1,0,-0.547575494187836,1,Month-to-month,1,Electronic check,0.27705797144333005,-0.37522028159850634,-0.37238853155136165,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0,-1.2846046672683313,1,Month-to-month,1,Electronic check,0.40834541989045325,-0.9784032822412662,3.086248950152643,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,1.213105308171125,1,Two year,0,Bank transfer (automatic),-1.3698516666718474,-0.38598864265694044,-0.49825101719418174,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,0,0,0,-1.2846046672683313,1,Month-to-month,1,Bank transfer (automatic),-0.49570992131505287,-0.9904320058876486,3.0610188716734434,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,-1.2846046672683313,1,Month-to-month,1,Electronic check,0.28869103649560657,-0.9799953191944638,3.0839667762293708,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,-0.17906090764758842,1,Month-to-month,1,Bank transfer (automatic),-0.1766315655954627,-0.28440784039319034,-0.42635804385548687,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
1,0,1,0,1.4997277643690954,1,Two year,1,Mailed check,0.9168765493185502,1.8445435752703678,-0.5070177813639156,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1,1,1,0,-0.09716877730531116,1,Month-to-month,1,Mailed check,0.4914387416924299,0.03342464801324069,-0.4355342001639859,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
0,1,1,0,0.3122918744060751,0,Month-to-month,1,Electronic check,-0.8496874721914736,-0.28841004440053436,-0.4712692653542455,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
0,0,0,0,-1.2846046672683313,1,Month-to-month,0,Mailed check,-1.4961535158108519,-1.0037432037463287,2.956368899784252,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
1,0,0,0,0.5170222002617683,1,Month-to-month,1,Credit card (automatic),1.1960701105731915,1.0836604697636407,-0.4812965180215554,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
1,0,1,1,-0.42473729867442017,1,One year,1,Mailed check,0.45820141297163924,-0.27675721836810163,-0.3853706486961069,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False
0,0,1,1,0.5989143306040455,1,Two year,0,Credit card (automatic),-1.489506050066694,-0.5629037490810294,-0.4870973121513326,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,0,0,0,-1.2436586020971927,1,Month-to-month,1,Mailed check,-1.4911679165027332,-0.9944342098949925,1.203083849919657,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,0,0,0,-0.7932518852146678,0,Month-to-month,1,Electronic check,-0.9892842528187943,-0.815241606162857,-0.2699099939747995,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0,0,0,0,-0.5066294290166974,1,Month-to-month,1,Credit card (automatic),-1.5277289780956032,-0.8587793945079427,-0.3596472054929918,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,1,0,0.6398603957751842,1,Two year,0,Mailed check,-1.5160959130433262,-0.6343685189801239,-0.4768134778257392,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
1,0,1,0,1.4178356340268181,1,One year,1,Credit card (automatic),1.1977319770092314,1.96509615122639,-0.5045224712933661,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True
1,0,1,0,1.540673829540234,1,Two year,1,Credit card (automatic),1.1462141174920055,2.0585619873537024,-0.5070306593638645,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True
0,0,1,0,1.2949974385134022,1,Two year,1,Bank transfer (automatic),1.134581052439729,1.8070643719971733,-0.5025217836188021,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
0,0,1,0,0.06661548337924335,1,Month-to-month,1,Electronic check,1.0897106586666618,0.405961295061491,-0.4474562893115246,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0,0,1,0,1.6225659598825113,1,Two year,1,Bank transfer (automatic),0.8670205562373643,1.8481035467907132,-0.5079398549530649,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,1,-0.38379123350328154,1,Month-to-month,1,Credit card (automatic),0.1540798551764045,-0.28190922684164404,-0.40458395790868884,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0,1,0,0,-0.7113597548723906,1,Month-to-month,0,Credit card (automatic),0.8022077652318224,-0.44279340561200664,-0.3049091885874034,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
1,0,0,0,-0.42473729867442017,1,Month-to-month,1,Bank transfer (automatic),1.2126887749335868,0.012175377012921965,-0.39838305767634585,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False
1,0,0,1,0.3532379395772137,1,One year,0,Mailed check,0.17734598528095805,0.2675425266306952,-0.4703190265259971,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
0,0,0,0,1.4587816991979567,1,Two year,1,Credit card (automatic),0.5845032621106436,1.4845884424772493,-0.5059414992221658,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,1,1.540673829540234,1,One year,1,Electronic check,1.383861017845659,2.258672187720907,-0.506692505867229,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True
1,0,1,1,1.5816198947113727,1,Two year,0,Bank transfer (automatic),0.7307475084821223,1.7575343334532465,-0.5086596342394879,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,1,1,1.5816198947113727,1,Two year,0,Bank transfer (automatic),0.6842152482730156,1.6540961547440989,-0.5075312140473074,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,0,0,-1.2846046672683313,1,Month-to-month,0,Mailed check,-0.6785152292794014,-0.992864284566145,3.052246692741908,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,-1.2846046672683313,1,Month-to-month,1,Electronic check,-0.32786141127506013,-0.9881987318283018,3.0675559250462143,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,1,-1.202712536926054,1,Month-to-month,0,Mailed check,-1.462916187090061,-0.9857001182767554,0.6892346191138814,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,0,0,0,0.3122918744060751,1,Month-to-month,1,Bank transfer (automatic),0.9484520116033015,0.6486805955510827,-0.4680530861322645,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
0,0,0,0,-1.202712536926054,0,Month-to-month,1,Electronic check,-0.47410565764653895,-0.9438207017579173,0.6354346274679575,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
0,0,0,0,1.4178356340268181,1,Two year,1,Mailed check,-1.2884202113059102,-0.23439134611356416,-0.5051075697198777,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,0,0,0,-0.5885215593589747,1,Month-to-month,1,Electronic check,0.35018009462906957,-0.40206379355936667,-0.35826878206484336,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,1,1,-0.5066294290166974,1,Month-to-month,0,Mailed check,-1.489506050066694,-0.8329530172671809,-0.37793767764623915,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,0,-1.202712536926054,1,Month-to-month,1,Electronic check,0.31195716660016015,-0.919520026597303,0.7379745730769444,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,1.5816198947113727,1,Two year,1,Bank transfer (automatic),1.7029393735652492,2.6626736762191605,-0.5082705683707014,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,0,-0.30189910316100427,0,Month-to-month,1,Bank transfer (automatic),-1.025845314411664,-0.6352972072028226,-0.4128186128992022,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,1,0,0,-0.015276646963033904,1,Month-to-month,0,Electronic check,0.8670205562373643,0.26904611708649284,-0.443987771353026,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
1,0,1,1,0.5579682654329069,1,Two year,1,Mailed check,-1.484520450758575,-0.6067953234157145,-0.47863104004136797,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,0,1,1,1.4587816991979567,1,Two year,1,Bank transfer (automatic),-1.5127721801712473,-0.4408696942935594,-0.5046172185862863,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,0,1,1,0.6398603957751842,1,Two year,0,Electronic check,0.4914387416924299,0.6990508758203084,-0.4838722728820924,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False
0,0,1,1,-1.2436586020971927,1,Month-to-month,0,Electronic check,0.18399345102511627,-0.9474470081513119,1.19520622725543,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,0.9674289171442931,1,One year,1,Electronic check,0.9401426794231038,1.3109458564569554,-0.4943922479960297,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False
1,0,1,0,-1.1208204065837768,1,Month-to-month,1,Electronic check,0.4615251458437181,-0.8302775107208349,0.14421242032142906,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,-1.202712536926054,1,Month-to-month,1,Electronic check,0.3352232967047137,-0.9185913383746044,0.7373180764748192,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,1,1.2949974385134022,1,One year,1,Electronic check,0.9301714808068663,1.632360428008081,-0.5025321798221779,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
1,0,1,1,0.5989143306040455,1,Two year,1,Mailed check,0.8520637583130084,0.8971931416203661,-0.48247712958867783,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
1,0,1,0,1.2540513733422636,1,Two year,0,Mailed check,0.07929586555462549,0.8599571662150208,-0.5012143883889154,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1,0,0,0,-0.22000697281872703,1,Month-to-month,1,Electronic check,-1.5111103137352078,-0.7782267470010116,-0.42487392354261494,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,1,1,1,0.5989143306040455,1,Month-to-month,0,Bank transfer (automatic),0.1889790503332346,0.4509363389893245,-0.48114617526114006,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,1.090267112657709,1,Two year,0,Electronic check,-1.3432618036952146,-0.35222419227454027,-0.4994217964292617,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,1,1,-1.1617664717549154,1,Month-to-month,0,Mailed check,-1.5293908445316424,-0.9752855432079209,0.25727506960609925,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,0,0,0,1.6225659598825113,1,Two year,1,Electronic check,1.6630545791003006,2.7449952536740896,-0.5099222729153848,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,0,-0.7932518852146678,1,One year,0,Mailed check,-0.32287581196694154,-0.6839870040214506,-0.28604861352908445,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1,1,1,1,1.3768895688556795,1,One year,1,Electronic check,1.4486738088512008,2.1168703407645664,-0.5032659834096418,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,0,0.39418400474835236,1,One year,1,Mailed check,-1.4695636528342193,-0.5888185728191911,-0.4803409764741145,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,0,1,0,-0.9160900807280837,1,Month-to-month,1,Bank transfer (automatic),-1.4928297829387727,-0.9294923691791384,-0.1694893307235589,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,1,0,0,-0.7113597548723906,1,Month-to-month,1,Mailed check,0.31860463234431835,-0.5058557582581136,-0.3200677700297613,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,1,0,0.5170222002617683,1,Two year,1,Credit card (automatic),1.0082792033007246,0.8827984741685373,-0.4778401740247187,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
0,0,0,0,0.6398603957751842,1,One year,1,Bank transfer (automatic),0.2986622351118437,0.5712899103261969,-0.4837238448007193,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,0,0,-1.2846046672683313,0,Month-to-month,0,Bank transfer (automatic),-1.3166719407185823,-1.0013551483165324,2.992809142487461,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,-0.22000697281872703,1,Month-to-month,1,Electronic check,0.37344622473362266,-0.08675203032883197,-0.42566289149910247,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,0,-1.1208204065837768,1,Month-to-month,0,Mailed check,-1.5127721801712473,-0.956778113626998,0.0026471380175142633,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
1,0,1,1,-0.38379123350328154,1,One year,0,Mailed check,0.7290856420460828,-0.15423670784493243,-0.3947648763769767,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False
1,1,1,1,-0.8751440155569451,1,Month-to-month,1,Credit card (automatic),0.3435326288849114,-0.6696586714426719,-0.2020855311923344,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,0,0.10756154855038198,1,Month-to-month,0,Bank transfer (automatic),1.2359549050381404,0.5143082543763311,-0.45072493689326865,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
1,0,0,0,1.4178356340268181,1,One year,1,Bank transfer (automatic),0.7955602994876642,1.5980431870169316,-0.5043121816533512,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,1,1,0.025669418208104724,1,One year,0,Credit card (automatic),0.3285758309605555,0.07240744174223321,-0.4473734062149555,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False
1,0,1,1,1.6225659598825113,1,Two year,1,Electronic check,1.6331409832515889,2.566532333545503,-0.5078431259875038,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,0,1.4178356340268181,1,One year,1,Credit card (automatic),1.4902204697521892,2.235432870529091,-0.5047031363766484,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,0,0.025669418208104724,1,Month-to-month,0,Mailed check,-1.489506050066694,-0.7164689801915527,-0.44941015923618005,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,0,0,0,0.5989143306040455,1,One year,1,Mailed check,-0.19823582926397657,0.23150057894024842,-0.48255668301558285,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
1,1,1,0,-0.7932518852146678,1,Month-to-month,1,Electronic check,1.1013437237189383,-0.4651040345811237,-0.26769509795734525,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False
1,0,1,1,-0.5885215593589747,1,Month-to-month,0,Electronic check,0.6110931250872761,-0.30001864718426724,-0.36913908161802766,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False
0,0,1,0,1.6225659598825113,1,Two year,0,Credit card (automatic),1.5699900586820865,2.5102803611991855,-0.5078934176608878,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,1,0,0,-0.8751440155569451,1,Month-to-month,0,Bank transfer (automatic),0.8254738953363759,-0.5491945419840496,-0.24395097677557842,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1,1,0,0,-1.0389282762414995,0,Month-to-month,1,Electronic check,-0.6801770957154412,-0.8949761235688394,0.05477739371719449,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,0,1.090267112657709,1,Month-to-month,1,Bank transfer (automatic),1.149537850364085,1.474461318524964,-0.4945591918032859,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False
0,1,1,1,-0.015276646963033904,1,Month-to-month,1,Electronic check,1.1811133126488362,0.4104278431801843,-0.4446534134392849,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False
0,0,1,0,1.4178356340268181,1,Two year,1,Credit card (automatic),-1.3166719407185823,-0.24606628377034687,-0.5060843376251009,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,0,0,0,0.7626985912886,1,One year,0,Credit card (automatic),0.7540136385866758,0.966866869947113,-0.4876341231859775,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
0,1,1,0,1.090267112657709,1,One year,1,Electronic check,0.9700562752718151,1.4126372168424552,-0.49653095841790845,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
0,0,1,1,0.6398603957751842,0,Two year,0,Mailed check,-0.8463637393193945,-0.1374982082120071,-0.4863541291878221,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0,1,0,0,-1.2846046672683313,1,Month-to-month,1,Electronic check,0.1889790503332346,-0.9813220166554618,3.081889535464128,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,-0.38379123350328154,1,One year,0,Credit card (automatic),-1.5144340466072868,-0.7975080834341831,-0.41355183874480567,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,1,1,0.23039974406379785,1,Month-to-month,1,Electronic check,0.9899986725042899,0.590261684018469,-0.46343426845238894,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
1,0,1,1,-0.547575494187836,1,One year,0,Mailed check,-1.4944916493748124,-0.8543349580135993,-0.3549602327135573,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,1,0,0,-1.202712536926054,1,Month-to-month,1,Electronic check,0.3717843582975832,-0.910012028126817,0.6466712740415993,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1,0,1.0493210474865704,1,Month-to-month,1,Electronic check,1.13125731956765,1.5438918189838615,-0.49668379364126897,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
1,0,0,0,-1.2436586020971927,1,Month-to-month,1,Credit card (automatic),-0.4874005891348552,-0.9642076194085871,1.1218364563669618,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,0,0,-1.1208204065837768,1,Month-to-month,0,Bank transfer (automatic),0.34187076244887193,-0.8388789325929721,0.1452237336467142,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
0,0,0,0,1.6225659598825113,1,Two year,1,Bank transfer (automatic),1.2110269084975473,2.1986391276107455,-0.5083432119437186,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True
0,1,0,0,0.4760761350906296,1,One year,1,Credit card (automatic),1.493544202624268,1.1368831495740124,-0.47644182248623385,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
1,0,0,0,-0.6704136897012519,1,Month-to-month,1,Mailed check,-1.5011391151189704,-0.8611011150646892,-0.34798203018098084,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,0,0,-0.8341979503858065,0,Month-to-month,1,Bank transfer (automatic),-0.4624725925942622,-0.7446391896134111,-0.2497218288506187,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0,0,0,0,-1.0798743414126382,1,Month-to-month,1,Electronic check,0.8188264295922177,-0.75898963381654,0.015720381354785217,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,1,0,0,1.6225659598825113,1,Two year,1,Bank transfer (automatic),1.4370407437989239,2.425415946944011,-0.5085108816860133,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,0,-0.38379123350328154,1,One year,0,Credit card (automatic),-1.3316287386429382,-0.7403937577382175,-0.4112517668742717,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,0,0,0.23039974406379785,1,One year,1,Bank transfer (automatic),0.1856553174611557,0.13622158961623893,-0.45973141420904756,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,0,0.5989143306040455,1,One year,1,Credit card (automatic),1.0082792033007246,1.0053853195647564,-0.4828218351849419,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0,0,1,0,0.8855367868020159,1,Two year,0,Credit card (automatic),-1.489506050066694,-0.5250044249451853,-0.49274883272342207,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,1,0,-0.7113597548723906,1,Month-to-month,1,Bank transfer (automatic),0.12416625932769271,-0.5222625835257894,-0.33152223198802355,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,0,0,-0.5066294290166974,1,Month-to-month,1,Electronic check,0.9717181417078545,-0.224286333785629,-0.36498305311289525,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False
0,0,1,1,-0.6704136897012519,1,Month-to-month,0,Bank transfer (automatic),0.2787198378793695,-0.4837220222837962,-0.3337997264899265,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,0,0,0,-1.2846046672683313,1,Month-to-month,1,Electronic check,0.1490942558682857,-0.9818526956398611,3.0810090334084133,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,-1.2846046672683313,0,Month-to-month,0,Bank transfer (automatic),-1.3316287386429382,-1.001554152935682,2.9903550757550263,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,0,0,0.5579682654329069,1,Two year,0,Electronic check,-1.4928297829387727,-0.6113945412805079,-0.4787175399044048,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
1,0,0,0,1.4997277643690954,1,Two year,1,Credit card (automatic),1.0897106586666618,1.9696953690911831,-0.5063875296630794,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,0.6808064609463228,1,Month-to-month,0,Electronic check,0.6526397859882644,0.8691113786959076,-0.48652950863617295,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1,0,0,0,0.8445907216308772,0,One year,0,Credit card (automatic),-0.33118514414713923,0.3344080786649965,-0.49330988043112756,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
1,0,0,1,-1.0389282762414995,1,One year,0,Mailed check,-1.509448447299168,-0.9520462260161051,-0.03836560242956084,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,0,1,0,0.39418400474835236,1,Month-to-month,1,Electronic check,-0.48573872269881574,-0.03799589863715392,-0.4756794557044464,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,1,-0.6294676245301133,1,Month-to-month,1,Mailed check,-0.4840768562627763,-0.6380390486222185,-0.3407336828183685,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,0,0,-1.2436586020971927,1,Month-to-month,0,Mailed check,0.5529277998258925,-0.9406366278515219,1.280613560522998,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,1,1.6225659598825113,1,One year,1,Electronic check,1.3057532953518012,2.2171244455673182,-0.5071969105351761,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True
0,0,1,0,-0.17906090764758842,1,Month-to-month,0,Mailed check,-1.474549252142338,-0.7635225168082833,-0.42562851664456924,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
1,0,1,0,-1.2846046672683313,0,Month-to-month,1,Electronic check,-0.48241498982673664,-0.9902551128928487,3.0615835462347447,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
0,0,0,0,-0.7113597548723906,1,Month-to-month,0,Electronic check,0.7091432448136087,-0.45079781362669474,-0.3094142240094534,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
0,1,1,0,1.4178356340268181,1,One year,1,Credit card (automatic),1.4021415486420938,2.146124019779573,-0.5045139024458765,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
0,0,1,0,-0.8751440155569451,1,Month-to-month,1,Electronic check,1.1511997168001242,-0.5451038914793056,-0.21250066416024585,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
1,0,1,1,0.9674289171442931,1,Two year,1,Electronic check,1.27417783306705,1.585041551899151,-0.49498111511920795,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
